SMPLDATETIME,STNCODE,USRCODES,Temp,SpCond,Sal,DO_pct,DO_mgl,Depth,pH,Turb,WQI,WQI_Class
2004-01-01 08:00:00,deldswq,08:00:00,4.9,0.12,0.1,101.8,13.0,0.5,6.6,0.012,12.305200887805494,Excellent
2004-01-01 08:30:00,deldswq,08:30:00,4.9,0.12,0.1,101.9,13.0,0.51,6.6,0.012,12.307443237436166,Excellent
2004-01-01 09:00:00,deldswq,09:00:00,4.9,0.13,0.1,102.1,13.1,0.52,6.6,0.012,12.040185291222564,Excellent
2004-01-01 09:30:00,deldswq,09:30:00,5.0,0.13,0.1,102.5,13.1,0.52,6.6,0.012,12.065100287118916,Excellent
2004-01-01 10:00:00,deldswq,10:00:00,5.1,0.13,0.1,102.9,13.1,0.53,6.6,0.012,12.090015283015271,Excellent
2004-01-01 10:30:00,deldswq,10:30:00,5.2,0.13,0.1,103.2,13.1,0.53,6.6,0.012,12.112687929280954,Excellent
2004-01-01 11:00:00,deldswq,11:00:00,5.3,0.13,0.1,103.6,13.1,0.52,6.6,0.012,12.137602925177308,Excellent
2004-01-01 11:30:00,deldswq,11:30:00,5.4,0.13,0.1,103.8,13.1,0.52,6.6,0.012,12.158033221812317,Excellent
2004-01-01 12:00:00,deldswq,12:00:00,5.5,0.13,0.1,104.1,13.1,0.51,6.6,0.012,12.180705868077998,Excellent
2004-01-01 12:30:00,deldswq,12:30:00,5.5,0.13,0.1,104.0,13.1,0.51,6.6,0.012,12.178463518447328,Excellent
2004-01-01 13:00:00,deldswq,13:00:00,5.4,0.13,0.1,104.1,13.1,0.51,6.6,0.012,12.164760270704331,Excellent
2004-01-01 13:30:00,deldswq,13:30:00,5.6,0.13,0.1,103.8,13.1,0.51,6.6,0.011,12.18418400150513,Excellent
2004-01-01 14:00:00,deldswq,14:00:00,5.5,0.13,0.1,103.8,13.1,0.5,6.6,0.012,12.173978819185985,Excellent
2004-01-01 14:30:00,deldswq,14:30:00,5.5,0.13,0.1,104.0,13.1,0.5,6.6,0.011,12.172723103392808,Excellent
2004-01-01 15:00:00,deldswq,15:00:00,5.5,0.13,0.1,103.9,13.1,0.5,6.6,0.011,12.170480753762135,Excellent
2004-01-01 15:30:00,deldswq,15:30:00,5.5,0.13,0.1,103.7,13.1,0.5,6.6,0.011,12.165996054500791,Excellent
2004-01-01 16:00:00,deldswq,16:00:00,5.5,0.13,0.1,103.5,13.1,0.5,6.6,0.011,12.161511355239448,Excellent
2004-01-01 16:30:00,deldswq,16:30:00,5.5,0.13,0.1,103.3,13.0,0.5,6.6,0.011,12.435147540402516,Excellent
2004-01-01 17:00:00,deldswq,17:00:00,5.4,0.13,0.1,103.1,13.0,0.5,6.6,0.011,12.414717243767505,Excellent
2004-01-01 17:30:00,deldswq,17:30:00,5.4,0.12,0.1,102.9,13.0,0.5,6.6,0.011,12.403854305556694,Excellent
2004-01-01 18:00:00,deldswq,18:00:00,5.3,0.13,0.1,102.5,13.0,0.5,6.6,0.011,12.385317548609809,Excellent
2004-01-01 18:30:00,deldswq,18:30:00,5.3,0.13,0.1,102.6,13.0,0.51,6.6,0.011,12.38755989824048,Excellent
2004-01-01 19:00:00,deldswq,19:00:00,5.4,0.13,0.1,102.5,13.0,0.51,6.6,0.011,12.401263145983474,Excellent
2004-01-01 19:30:00,deldswq,19:30:00,5.3,0.13,0.1,102.5,13.0,0.51,6.6,0.011,12.385317548609809,Excellent
2004-01-01 20:00:00,deldswq,20:00:00,5.3,0.13,0.1,102.4,13.0,0.5,6.6,0.011,12.383075198979137,Excellent
2004-01-01 20:30:00,deldswq,20:30:00,5.3,0.13,0.1,102.4,13.0,0.5,6.6,0.011,12.383075198979137,Excellent
2004-01-01 21:00:00,deldswq,21:00:00,5.2,0.13,0.1,102.4,13.0,0.5,6.6,0.011,12.36712960160547,Excellent
2004-01-01 21:30:00,deldswq,21:30:00,5.3,0.13,0.1,102.3,13.0,0.5,6.6,0.011,12.380832849348465,Excellent
2004-01-01 22:00:00,deldswq,22:00:00,5.2,0.13,0.1,102.2,13.0,0.5,6.6,0.011,12.362644902344126,Excellent
2004-01-01 22:30:00,deldswq,22:30:00,5.2,0.13,0.1,102.0,13.0,0.5,6.6,0.011,12.358160203082782,Excellent
2004-01-01 23:00:00,deldswq,23:00:00,5.2,0.13,0.1,102.1,13.0,0.5,6.6,0.011,12.360402552713454,Excellent
2004-01-01 23:30:00,deldswq,23:30:00,5.1,0.13,0.1,102.1,13.0,0.49,6.6,0.011,12.344456955339789,Excellent
2004-01-02 00:00:00,deldswq,00:00:00,5.1,0.13,0.1,102.2,13.0,0.49,6.6,0.011,12.34669930497046,Excellent
2004-01-02 00:30:00,deldswq,00:30:00,5.2,0.13,0.1,102.1,13.0,0.48,6.6,0.011,12.360402552713454,Excellent
2004-01-02 01:00:00,deldswq,01:00:00,5.2,0.14,0.1,102.1,13.0,0.48,6.6,0.011,12.36678079166292,Excellent
2004-01-02 01:30:00,deldswq,01:30:00,5.2,0.13,0.1,102.0,13.0,0.47,6.6,0.011,12.358160203082782,Excellent
2004-01-02 02:00:00,deldswq,02:00:00,5.2,0.13,0.1,102.1,13.0,0.47,6.6,0.011,12.360402552713454,Excellent
2004-01-02 02:30:00,deldswq,02:30:00,5.2,0.13,0.1,102.0,13.0,0.47,6.6,0.011,12.358160203082782,Excellent
2004-01-02 03:00:00,deldswq,03:00:00,5.2,0.13,0.1,102.1,13.0,0.47,6.6,0.011,12.360402552713454,Excellent
2004-01-02 03:30:00,deldswq,03:30:00,5.2,0.13,0.1,101.7,12.9,0.46,6.6,0.011,12.62955403861518,Excellent
2004-01-02 04:00:00,deldswq,04:00:00,5.3,0.13,0.1,101.8,12.9,0.45,6.6,0.011,12.647741985619517,Excellent
2004-01-02 04:30:00,deldswq,04:30:00,5.2,0.14,0.1,101.8,12.9,0.45,6.6,0.011,12.638174627195315,Excellent
2004-01-02 05:00:00,deldswq,05:00:00,5.2,0.14,0.1,101.8,12.9,0.44,6.6,0.011,12.638174627195315,Excellent
2004-01-02 05:30:00,deldswq,05:30:00,5.2,0.13,0.1,101.5,12.9,0.44,6.6,0.011,12.625069339353836,Excellent
2004-01-02 06:00:00,deldswq,06:00:00,5.2,0.13,0.1,101.8,12.9,0.45,6.6,0.011,12.63179638824585,Excellent
2004-01-02 06:30:00,deldswq,06:30:00,5.2,0.13,0.1,101.8,12.9,0.45,6.6,0.011,12.63179638824585,Excellent
2004-01-02 07:00:00,deldswq,07:00:00,5.2,0.14,0.1,101.6,12.9,0.45,6.6,0.011,12.633689927933972,Excellent
2004-01-02 07:30:00,deldswq,07:30:00,5.2,0.14,0.1,101.8,12.9,0.44,6.6,0.011,12.638174627195315,Excellent
2004-01-02 08:00:00,deldswq,08:00:00,5.3,0.14,0.1,101.8,12.9,0.43,6.6,0.011,12.654120224568983,Excellent
2004-01-02 08:30:00,deldswq,08:30:00,5.2,0.13,0.1,101.9,12.9,0.44,6.6,0.011,12.634038737876523,Excellent
2004-01-02 09:00:00,deldswq,09:00:00,5.2,0.13,0.1,101.8,12.9,0.46,6.6,0.011,12.63179638824585,Excellent
2004-01-02 09:30:00,deldswq,09:30:00,5.3,0.14,0.1,101.5,12.9,0.46,6.6,0.011,12.647393175676969,Excellent
2004-01-02 10:00:00,deldswq,10:00:00,5.3,0.14,0.1,101.3,12.8,0.46,6.6,0.011,12.921029360840036,Excellent
2004-01-02 10:30:00,deldswq,10:30:00,5.4,0.13,0.1,101.8,12.9,0.46,6.6,0.011,12.663687582993182,Excellent
2004-01-02 11:00:00,deldswq,11:00:00,5.3,0.13,0.1,102.1,12.9,0.45,6.6,0.011,12.654469034511534,Excellent
2004-01-02 11:30:00,deldswq,11:30:00,5.4,0.13,0.1,102.4,12.9,0.45,6.6,0.011,12.677141680777213,Excellent
2004-01-02 12:00:00,deldswq,12:00:00,5.4,0.13,0.1,102.5,12.9,0.44,6.6,0.011,12.679384030407887,Excellent
2004-01-02 12:30:00,deldswq,12:30:00,5.5,0.13,0.1,102.5,12.9,0.43,6.6,0.011,12.695329627781554,Excellent
2004-01-02 13:00:00,deldswq,13:00:00,5.5,0.13,0.1,102.9,13.0,0.43,6.6,0.011,12.426178141879829,Excellent
2004-01-02 13:30:00,deldswq,13:30:00,5.6,0.13,0.1,102.9,13.0,0.43,6.6,0.011,12.442123739253494,Excellent
2004-01-02 14:00:00,deldswq,14:00:00,5.6,0.13,0.1,102.9,12.9,0.43,6.6,0.011,12.720244623677907,Excellent
2004-01-02 14:30:00,deldswq,14:30:00,5.6,0.13,0.1,103.1,13.0,0.43,6.6,0.011,12.446608438514838,Excellent
2004-01-02 15:00:00,deldswq,15:00:00,5.6,0.13,0.1,102.9,12.9,0.43,6.6,0.011,12.720244623677907,Excellent
2004-01-02 15:30:00,deldswq,15:30:00,5.6,0.13,0.1,102.9,12.9,0.42,6.6,0.011,12.720244623677907,Excellent
2004-01-02 16:00:00,deldswq,16:00:00,5.6,0.13,0.1,102.6,12.9,0.42,6.6,0.011,12.71351757478589,Excellent
2004-01-02 16:30:00,deldswq,16:30:00,5.6,0.13,0.1,102.5,12.9,0.42,6.6,0.011,12.71127522515522,Excellent
2004-01-02 17:00:00,deldswq,17:00:00,5.6,0.13,0.1,102.1,12.8,0.43,6.6,0.011,12.980426711056943,Excellent
2004-01-02 17:30:00,deldswq,17:30:00,5.5,0.13,0.1,101.9,12.8,0.43,6.6,0.011,12.959996414421934,Excellent
2004-01-02 18:00:00,deldswq,18:00:00,5.5,0.13,0.1,101.8,12.8,0.43,6.6,0.011,12.957754064791262,Excellent
2004-01-02 18:30:00,deldswq,18:30:00,5.5,0.13,0.1,101.6,12.8,0.43,6.6,0.011,12.953269365529918,Excellent
2004-01-02 19:00:00,deldswq,19:00:00,5.6,0.13,0.1,101.7,12.8,0.44,6.6,0.011,12.971457312534255,Excellent
2004-01-02 19:30:00,deldswq,19:30:00,5.6,0.13,0.1,101.8,12.8,0.44,6.6,0.011,12.973699662164927,Excellent
2004-01-02 20:00:00,deldswq,20:00:00,5.6,0.13,0.1,101.8,12.8,0.44,6.6,0.011,12.973699662164927,Excellent
2004-01-02 20:30:00,deldswq,20:30:00,5.6,0.13,0.1,101.9,12.8,0.43,6.6,0.011,12.975942011795599,Excellent
2004-01-02 21:00:00,deldswq,21:00:00,5.7,0.13,0.1,101.8,12.8,0.43,6.6,0.011,12.989645259538593,Excellent
2004-01-02 21:30:00,deldswq,21:30:00,5.7,0.13,0.1,101.7,12.8,0.44,6.6,0.011,12.987402909907921,Excellent
2004-01-02 22:00:00,deldswq,22:00:00,5.7,0.13,0.1,101.6,12.7,0.44,6.6,0.011,13.263281444701667,Excellent
2004-01-02 22:30:00,deldswq,22:30:00,5.7,0.13,0.1,101.6,12.8,0.43,6.6,0.011,12.985160560277249,Excellent
2004-01-02 23:00:00,deldswq,23:00:00,5.7,0.13,0.1,101.6,12.8,0.43,6.6,0.011,12.985160560277249,Excellent
2004-01-02 23:30:00,deldswq,23:30:00,5.7,0.13,0.1,101.6,12.8,0.43,6.6,0.011,12.985160560277249,Excellent
2004-01-03 00:00:00,deldswq,00:00:00,5.6,0.13,0.1,101.3,12.7,0.42,6.6,0.011,13.240608798435986,Excellent
2004-01-03 00:30:00,deldswq,00:30:00,5.6,0.13,0.1,101.3,12.7,0.41,6.6,0.011,13.240608798435986,Excellent
2004-01-03 01:00:00,deldswq,01:00:00,5.6,0.13,0.1,101.3,12.7,0.41,6.6,0.011,13.240608798435986,Excellent
2004-01-03 01:30:00,deldswq,01:30:00,5.6,0.13,0.1,101.3,12.7,0.41,6.6,0.011,13.240608798435986,Excellent
2004-01-03 02:00:00,deldswq,02:00:00,5.6,0.13,0.1,101.2,12.7,0.41,6.6,0.011,13.238366448805314,Excellent
2004-01-03 02:30:00,deldswq,02:30:00,5.6,0.13,0.1,100.8,12.7,0.4,6.6,0.011,13.229397050282627,Excellent
2004-01-03 03:00:00,deldswq,03:00:00,5.6,0.13,0.1,101.0,12.7,0.4,6.6,0.011,13.23388174954397,Excellent
2004-01-03 03:30:00,deldswq,03:30:00,5.6,0.13,0.1,100.9,12.7,0.4,6.6,0.011,13.231639399913298,Excellent
2004-01-03 04:00:00,deldswq,04:00:00,5.6,0.13,0.1,100.9,12.7,0.4,6.6,0.011,13.231639399913298,Excellent
2004-01-03 04:30:00,deldswq,04:30:00,5.6,0.13,0.1,100.9,12.7,0.39,6.6,0.011,13.231639399913298,Excellent
2004-01-03 05:00:00,deldswq,05:00:00,5.6,0.13,0.1,100.9,12.7,0.39,6.6,0.011,13.231639399913298,Excellent
2004-01-03 05:30:00,deldswq,05:30:00,5.6,0.13,0.1,100.8,12.7,0.39,6.6,0.011,13.229397050282627,Excellent
2004-01-03 06:00:00,deldswq,06:00:00,5.6,0.13,0.1,100.7,12.7,0.39,6.6,0.011,13.227154700651955,Excellent
2004-01-03 06:30:00,deldswq,06:30:00,5.6,0.13,0.1,100.5,12.6,0.38,6.6,0.011,13.500790885815022,Excellent
2004-01-03 07:00:00,deldswq,07:00:00,5.7,0.13,0.1,100.5,12.6,0.39,6.6,0.011,13.516736483188687,Excellent
2004-01-03 07:30:00,deldswq,07:30:00,5.6,0.13,0.1,100.4,12.6,0.38,6.6,0.011,13.49854853618435,Excellent
2004-01-03 08:00:00,deldswq,08:00:00,5.6,0.13,0.1,100.3,12.6,0.39,6.6,0.011,13.496306186553678,Excellent
2004-01-03 08:30:00,deldswq,08:30:00,5.7,0.13,0.1,100.3,12.6,0.39,6.6,0.011,13.512251783927343,Excellent
2004-01-03 09:00:00,deldswq,09:00:00,5.7,0.13,0.1,100.8,12.6,0.39,6.6,0.011,13.523463532080703,Excellent
2004-01-03 09:30:00,deldswq,09:30:00,5.8,0.13,0.1,101.0,12.7,0.39,6.6,0.012,13.271513359345823,Excellent
2004-01-03 10:00:00,deldswq,10:00:00,5.9,0.13,0.1,101.6,12.7,0.39,6.6,0.011,13.295172639449,Excellent
2004-01-03 10:30:00,deldswq,10:30:00,6.0,0.13,0.1,102.1,12.7,0.39,6.6,0.011,13.322329984976026,Excellent
2004-01-03 11:00:00,deldswq,11:00:00,6.2,0.13,0.1,102.6,12.7,0.38,6.6,0.011,13.365432927876718,Excellent
2004-01-03 11:30:00,deldswq,11:30:00,6.2,0.13,0.1,103.0,12.7,0.38,6.6,0.011,13.374402326399405,Excellent
2004-01-03 12:00:00,deldswq,12:00:00,6.4,0.13,0.1,103.3,12.7,0.37,6.6,0.011,13.413020570038753,Excellent
2004-01-03 12:30:00,deldswq,12:30:00,6.5,0.13,0.1,103.3,12.7,0.37,6.6,0.011,13.428966167412419,Excellent
2004-01-03 13:00:00,deldswq,13:00:00,6.6,0.13,0.1,103.6,12.7,0.36,6.6,0.011,13.4516388136781,Excellent
2004-01-03 13:30:00,deldswq,13:30:00,6.8,0.13,0.1,103.6,12.6,0.36,6.6,0.01,13.755910477795323,Excellent
2004-01-03 14:00:00,deldswq,14:00:00,6.8,0.13,0.1,103.6,12.7,0.36,6.6,0.011,13.483530008425433,Excellent
2004-01-03 14:30:00,deldswq,14:30:00,6.8,0.13,0.1,103.5,12.6,0.36,6.6,0.011,13.759408543219172,Excellent
2004-01-03 15:00:00,deldswq,15:00:00,6.8,0.13,0.1,102.7,12.5,0.36,6.6,0.011,14.019590630598207,Excellent
2004-01-03 15:30:00,deldswq,15:30:00,6.8,0.13,0.1,102.6,12.5,0.36,6.6,0.01,14.011607865913017,Excellent
2004-01-03 16:00:00,deldswq,16:00:00,6.8,0.13,0.1,102.4,12.5,0.36,6.6,0.01,14.007123166651674,Excellent
2004-01-03 16:30:00,deldswq,16:30:00,6.9,0.13,0.1,102.5,12.5,0.36,6.6,0.01,14.025311113656011,Excellent
2004-01-03 17:00:00,deldswq,17:00:00,7.0,0.13,0.1,102.3,12.4,0.36,6.6,0.01,14.314892896192747,Excellent
2004-01-03 17:30:00,deldswq,17:30:00,7.0,0.13,0.1,101.8,12.4,0.36,6.6,0.01,14.303681148039386,Excellent
2004-01-03 18:00:00,deldswq,18:00:00,6.9,0.13,0.1,101.5,12.3,0.36,6.6,0.01,14.559129386198117,Excellent
2004-01-03 18:30:00,deldswq,18:30:00,6.8,0.13,0.1,101.3,12.3,0.36,6.6,0.01,14.538699089563107,Excellent
2004-01-03 19:00:00,deldswq,19:00:00,6.8,0.13,0.1,101.1,12.4,0.36,6.6,0.01,14.256093505877352,Excellent
2004-01-03 19:30:00,deldswq,19:30:00,6.8,0.13,0.1,101.1,12.4,0.36,6.6,0.01,14.256093505877352,Excellent
2004-01-03 20:00:00,deldswq,20:00:00,6.7,0.13,0.1,101.0,12.4,0.36,6.6,0.01,14.237905558873013,Excellent
2004-01-03 20:30:00,deldswq,20:30:00,6.6,0.13,0.1,101.1,12.4,0.36,6.6,0.011,14.229942726184541,Excellent
2004-01-03 21:00:00,deldswq,21:00:00,6.6,0.13,0.1,101.0,12.4,0.36,6.6,0.01,14.221959961499348,Excellent
2004-01-03 21:30:00,deldswq,21:30:00,6.5,0.13,0.1,100.9,12.4,0.36,6.6,0.01,14.20377201449501,Excellent
2004-01-03 22:00:00,deldswq,22:00:00,6.5,0.13,0.1,100.8,12.4,0.36,6.6,0.011,14.207270079918857,Excellent
2004-01-03 22:30:00,deldswq,22:30:00,6.4,0.13,0.1,100.5,12.4,0.36,6.6,0.01,14.178857018598658,Excellent
2004-01-03 23:00:00,deldswq,23:00:00,6.3,0.13,0.1,100.5,12.4,0.36,6.6,0.01,14.16291142122499,Excellent
2004-01-03 23:30:00,deldswq,23:30:00,6.3,0.13,0.1,100.2,12.4,0.35,6.6,0.011,14.161924787387493,Excellent
2004-01-04 00:00:00,deldswq,00:00:00,6.3,0.13,0.1,99.9,12.3,0.35,6.6,0.011,14.43331862291989,Excellent
2004-01-04 00:30:00,deldswq,00:30:00,6.3,0.13,0.1,100.2,12.4,0.35,6.6,0.011,14.161924787387493,Excellent
2004-01-04 01:00:00,deldswq,01:00:00,6.4,0.14,0.1,100.2,12.4,0.34,6.6,0.01,14.178508208656107,Excellent
2004-01-04 01:30:00,deldswq,01:30:00,6.5,0.13,0.1,100.6,12.4,0.34,6.6,0.01,14.197044965602993,Excellent
2004-01-04 02:00:00,deldswq,02:00:00,6.5,0.13,0.1,100.7,12.4,0.34,6.6,0.011,14.205027730288187,Excellent
2004-01-04 02:30:00,deldswq,02:30:00,6.6,0.13,0.1,100.6,12.3,0.35,6.6,0.01,14.491111447401071,Excellent
2004-01-04 03:00:00,deldswq,03:00:00,6.6,0.13,0.1,100.7,12.3,0.34,6.6,0.01,14.493353797031745,Excellent
2004-01-04 03:30:00,deldswq,03:30:00,6.7,0.14,0.1,100.5,12.3,0.35,6.6,0.01,14.511192934093533,Excellent
2004-01-04 04:00:00,deldswq,04:00:00,6.6,0.13,0.1,100.3,12.3,0.34,6.6,0.01,14.484384398509057,Excellent
2004-01-04 04:30:00,deldswq,04:30:00,6.5,0.14,0.1,100.0,12.3,0.34,6.6,0.01,14.468089991192839,Excellent
2004-01-04 05:00:00,deldswq,05:00:00,6.4,0.14,0.1,99.5,12.3,0.34,6.6,0.01,14.440932645665816,Excellent
2004-01-04 05:30:00,deldswq,05:30:00,6.3,0.14,0.1,98.7,12.2,0.34,6.6,0.011,14.690909550725712,Excellent
2004-01-04 06:00:00,deldswq,06:00:00,6.3,0.14,0.1,98.9,12.2,0.35,6.5,0.01,15.815225414250154,Excellent
2004-01-04 06:30:00,deldswq,06:30:00,6.5,0.14,0.1,99.6,12.2,0.35,6.6,0.01,14.73724147709457,Excellent
2004-01-04 07:00:00,deldswq,07:00:00,6.6,0.14,0.1,100.1,12.3,0.35,6.6,0.01,14.48627793819718,Excellent
2004-01-04 07:30:00,deldswq,07:30:00,6.7,0.14,0.1,100.1,12.3,0.35,6.6,0.01,14.502223535570845,Excellent
2004-01-04 08:00:00,deldswq,08:00:00,6.7,0.14,0.1,100.1,12.3,0.35,6.6,0.01,14.502223535570845,Excellent
2004-01-04 08:30:00,deldswq,08:30:00,6.6,0.14,0.1,100.0,12.3,0.35,6.6,0.011,14.489776003621026,Excellent
2004-01-04 09:00:00,deldswq,09:00:00,6.7,0.15,0.1,100.5,12.3,0.35,6.6,0.011,14.523311588097519,Excellent
2004-01-04 09:30:00,deldswq,09:30:00,6.9,0.14,0.1,101.1,12.3,0.36,6.6,0.01,14.556538226624896,Excellent
2004-01-04 10:00:00,deldswq,10:00:00,7.0,0.14,0.1,101.3,12.3,0.36,6.6,0.01,14.576968523259906,Excellent
2004-01-04 10:30:00,deldswq,10:30:00,7.1,0.14,0.1,101.5,12.3,0.35,6.6,0.01,14.597398819894916,Excellent
2004-01-04 11:00:00,deldswq,11:00:00,7.1,0.14,0.1,101.5,12.3,0.35,6.6,0.01,14.597398819894916,Excellent
2004-01-04 11:30:00,deldswq,11:30:00,7.2,0.14,0.1,101.6,12.3,0.35,6.6,0.01,14.615586766899252,Excellent
2004-01-04 12:00:00,deldswq,12:00:00,7.2,0.14,0.1,101.7,12.3,0.34,6.6,0.01,14.617829116529926,Excellent
2004-01-04 12:30:00,deldswq,12:30:00,7.1,0.14,0.1,101.2,12.2,0.34,6.6,0.01,14.868792655427317,Excellent
2004-01-04 13:00:00,deldswq,13:00:00,7.1,0.14,0.1,101.2,12.2,0.33,6.6,0.01,14.868792655427317,Excellent
2004-01-04 13:30:00,deldswq,13:30:00,7.1,0.14,0.1,101.2,12.3,0.34,6.6,0.01,14.5906717710029,Excellent
2004-01-04 14:00:00,deldswq,14:00:00,7.2,0.14,0.1,101.3,12.2,0.34,6.6,0.01,14.886980602431656,Excellent
2004-01-04 14:30:00,deldswq,14:30:00,7.3,0.14,0.1,101.3,12.2,0.34,6.6,0.01,14.902926199805323,Excellent
2004-01-04 15:00:00,deldswq,15:00:00,7.6,0.14,0.1,102.2,12.2,0.34,6.6,0.01,14.970944138602366,Excellent
2004-01-04 15:30:00,deldswq,15:30:00,8.0,0.14,0.1,102.6,12.2,0.34,6.6,0.009,15.0379555115652,Excellent
2004-01-04 16:00:00,deldswq,16:00:00,8.1,0.14,0.1,102.5,12.1,0.35,6.6,0.01,15.335520058787125,Excellent
2004-01-04 16:30:00,deldswq,16:30:00,8.1,0.14,0.1,102.4,12.1,0.35,6.6,0.009,15.327537294101932,Excellent
2004-01-04 17:00:00,deldswq,17:00:00,8.1,0.14,0.1,101.9,12.1,0.36,6.6,0.009,15.316325545948574,Excellent
2004-01-04 17:30:00,deldswq,17:30:00,8.0,0.14,0.1,101.4,12.0,0.35,6.6,0.009,15.56728908484596,Excellent
2004-01-04 18:00:00,deldswq,18:00:00,7.9,0.14,0.1,101.5,12.0,0.35,6.6,0.01,15.559326252157485,Excellent
2004-01-04 18:30:00,deldswq,18:30:00,7.8,0.14,0.1,101.5,12.1,0.35,6.6,0.01,15.265259770359409,Excellent
2004-01-04 19:00:00,deldswq,19:00:00,7.7,0.14,0.1,101.4,12.1,0.36,6.6,0.01,15.247071823355068,Excellent
2004-01-04 19:30:00,deldswq,19:30:00,7.8,0.14,0.1,101.3,12.1,0.36,6.6,0.01,15.260775071098065,Excellent
2004-01-04 20:00:00,deldswq,20:00:00,7.7,0.15,0.1,101.4,12.1,0.36,6.6,0.01,15.253450062304534,Excellent
2004-01-04 20:30:00,deldswq,20:30:00,7.5,0.14,0.1,100.5,12.0,0.35,6.6,0.01,15.473120366356103,Excellent
2004-01-04 21:00:00,deldswq,21:00:00,7.3,0.15,0.1,100.3,12.1,0.35,6.6,0.01,15.165001826872482,Excellent
2004-01-04 21:30:00,deldswq,21:30:00,7.2,0.15,0.1,99.8,12.0,0.35,6.6,0.01,15.415965365769866,Excellent
2004-01-04 22:00:00,deldswq,22:00:00,7.2,0.15,0.1,99.9,12.1,0.35,6.6,0.01,15.140086830976127,Excellent
2004-01-04 22:30:00,deldswq,22:30:00,7.3,0.15,0.1,100.2,12.1,0.34,6.6,0.01,15.162759477241808,Excellent
2004-01-04 23:00:00,deldswq,23:00:00,7.1,0.14,0.1,100.1,12.1,0.34,6.6,0.01,15.122247693914339,Excellent
2004-01-04 23:30:00,deldswq,23:30:00,7.1,0.14,0.1,100.1,12.1,0.33,6.6,0.01,15.122247693914339,Excellent
2004-01-05 00:00:00,deldswq,00:00:00,7.0,0.14,0.1,99.9,12.1,0.33,6.6,0.01,15.101817397279328,Excellent
2004-01-05 00:30:00,deldswq,00:30:00,6.9,0.14,0.1,99.4,12.1,0.33,6.6,0.01,15.074660051752302,Excellent
2004-01-05 01:00:00,deldswq,01:00:00,6.8,0.15,0.1,98.9,12.1,0.33,6.6,0.01,15.053880945174743,Excellent
2004-01-05 01:30:00,deldswq,01:30:00,6.7,0.15,0.1,98.4,12.0,0.33,6.6,0.01,15.30484448407213,Excellent
2004-01-05 02:00:00,deldswq,02:00:00,6.6,0.15,0.1,98.0,12.0,0.32,6.6,0.01,15.279929488175775,Excellent
2004-01-05 02:30:00,deldswq,02:30:00,6.6,0.15,0.1,97.7,12.0,0.33,6.6,0.01,15.27320243928376,Excellent
2004-01-05 03:00:00,deldswq,03:00:00,6.6,0.14,0.1,97.9,12.0,0.32,6.6,0.01,15.271308899595638,Excellent
2004-01-05 03:30:00,deldswq,03:30:00,6.7,0.14,0.1,98.4,12.0,0.32,6.6,0.01,15.298466245122663,Excellent
